,MP name,Nature of membership,Start of term,End of term,Number of terms,State,Constituency,Political party,Gender,Educational qualifications,Educational qualifications - details,Age,Debates,Private Member Bills,Questions,Attendance,Notes,National Debates average,National Private Member Bills average,National Questions average,National Attendance average,State's Debates average,State's Private Member Bills  average,State's Questions average,State's Attendance average,House,Paliament Term,TotalGOIRelease,UnSanctionBalance,UnspentBalance,LastInstNumber1,LastInstYear,LastReleaseDate,LastRelAmount,PendInstallNo,PendInstYear,ReasonsforNotRel,ReasonsforNotRel.1,Criminal Case,Total Assets,Liabilities,PARTY SYMBOL,MARGIN,No Of AC Segments,No Of Polling Station,Electors,Avg. No. of Electors Per PS,Nominations,Contestants,Forefeited Deposits,Voters,Voters Turn Out (%),MARGIN/Voters,
295,Sanjay Sadashivrao Mandlik,Elected,5/23/2019,In office,1,Maharashtra,Kolhapur,Shiv Sena,Male,Post Graduate,Information Not Available,55,5,0,124,0.61,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.5,0.6,82,0.79,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,31-12-2019,2.5,2,2018-19,,,0,95171892,10580414,Bow and Arrow,270568,6,2148,1880496,875,25,15,13,1332504,70.86,0.2030522985,
436,Krupal Balaji Tumane,Elected,5/23/2019,In office,2,Maharashtra,Ramtek,Shiv Sena,Male,Graduate,B.Sc,54,12,0,71,0.94,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.5,0.6,82,0.79,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,31-12-2019,2.5,1,2019-20,,,0,95603165,4228793,Bow and Arrow,126783,6,2364,1922764,813,24,16,14,1197805,62.3,0.1058461102,
130,A. Narayanaswamy,Elected,5/23/2019,In office,1,Karnataka,Chitradurga,Bharatiya Janata Party,Male,Graduate,"B.A. Educated at Government Arts College, Bengaluru",62,2,0,12,0.68,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,5.8,0,41,0.78,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,22-11-2019,2.5,1,2019-20,,,0,96197642,0,Lotus,80178,8,2161,1760633,815,24,19,17,1246506,70.8,0.06432219339,
543,Bhavana Pundlikrao Gawali Patil,Elected,5/23/2019,In office,5,Maharashtra,Yavatmal-Washim,Shiv Sena,Female,Graduate,"B.A. (Marathi); Educated at Amravati University, Amravati (Maharashtra) ",46,1,0,3,0.27,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.5,0.6,82,0.79,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,13-11-2019,2.5,1,,,,3,96873189,7396250,Bow and Arrow,117939,6,2206,1916185,869,37,24,22,1174824,61.31,0.100388654,
292,Annpurna Devi,Elected,5/23/2019,In office,1,Jharkhand,Kodarma,Bharatiya Janata Party,Female,Post Graduate,"Educated at Ranchi University, Jharkhand",50,10,0,58,0.65,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.2,0.8,48,0.73,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,1/10/2019,2.5,1,,,,0,97636939,3189066,Lotus,455600,6,2475,1814125,733,18,14,12,1209661,66.68,0.3766344455,
207,Prajwal Ravanna,Elected,5/23/2019,In office,1,Karnataka,Hassan,Janata Dal (Secular),Male,Graduate Professional,Information Not Available,29,1,0,0,0.45,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,5.8,0,41,0.78,Lok Sabha,17th Lok Sabha,2.5,0.01,0.67,1,2019-2020,29-08-2019,2.5,2,2017-18,"Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending.","Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending.",0,97848632,37253210,A lady farmer carrying paddy on her head,141324,8,2235,1652999,740,10,6,4,1278653,77.35,0.110525686,
255,Brij Bhushan Sharan Singh,Elected,5/23/2019,In office,6,Uttar Pradesh,Kaiserganj,Bharatiya Janata Party,Male,Graduate Professional,"M.A., LL.B.; Educated at Saket Mahavidyalay, Avadh University, Faizabad (Uttar Pradesh) ",63,2,0,6,0.97,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,29-10-2019,2.5,2,2019-20,,,4,98905402,61524736,Lotus,261601,5,2118,1805946,853,12,12,10,982323,54.39,0.266308536,
230,Santokh Singh Chaudhary,Elected,5/23/2019,In office,2,Punjab,Jalandhar,Indian National Congress,Male,Graduate Professional,"B.A., L.L.B.",73,6,0,39,0.95,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,11,0,24,0.76,Lok Sabha,17th Lok Sabha,2.5,2.37,2.45,1,2019-2020,29-08-2019,2.5,,,,,0,99925185,2534363,Hand,19491,9,1863,1617018,868,24,19,16,1019403,63.04,0.01912001436,
48,Adhir Ranjan Chowdhury,Elected,5/23/2019,In office,5,West Bengal,Baharampur,Indian National Congress,Male,10th Pass,"Educated at I.C. Institute, Berhampore, West Bengal",63,85,4,26,0.95,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.6,0.2,24,0.8,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,29-08-2019,2.5,1,,,,7,101315437,8506984,Hand,80696,7,1844,1638378,888,11,11,9,1301033,79.41,0.06202456048,
161,Jagdambika Pal,Elected,5/23/2019,In office,3,Uttar Pradesh,Domariyaganj,Bharatiya Janata Party,Male,Post Graduate,"M.A. (Pol. Science, Modern History & Ancient History) & LL.B.; Educated at Awadh University, L.L.B., Gorakhpur University",69,39,3,70,1,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,19-02-2020,2.5,1,2019-20,,,3,103366710,2838478,Lotus,105321,5,2248,1885433,839,17,10,8,985330,52.26,0.1068890625,
520,Shobha Karandlaje,Elected,5/23/2019,In office,2,Karnataka,Udupi Chikmagalur,Bharatiya Janata Party,Female,Post Graduate,"M.A., MSW",53,13,0,72,0.83,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,5.8,0,41,0.78,Lok Sabha,17th Lok Sabha,2.5,2.45,2.45,1,2019-2020,29-11-2019,2.5,1,1998-99,,,3,104872668,49936840,Lotus,349599,8,1837,1513806,824,14,12,10,1151623,76.07,0.3035706998,
357,Gajanan Chandrakant Kirtikar,Elected,5/23/2019,In office,2,Maharashtra,Mumbai-North-West,Shiv Sena,Male,Graduate,B.A. (Ecomomics),76,13,0,156,0.76,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.5,0.6,82,0.79,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,20-12-2019,2.5,1,2018-19,,,0,105392000,4032000,Bow and Arrow,260328,6,1766,1732263,981,27,21,19,941831,54.37,0.2764062767,
137,Bhartruhari Mahtab,Elected,5/23/2019,In office,6,Odisha,Cuttack,Biju Janata Dal,Male,Post Graduate,"M.A. (English); Educated at Utkal University, (Orissa) ",62,61,3,92,0.97,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,13.5,0.2,27,0.85,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,22-10-2019,2.5,2,1997-98,,,0,106894976,0,Conch,121201,7,1644,1518996,924,11,11,9,1060459,69.81,0.1142910758,
415,Ve. Vaithilingam,Elected,5/23/2019,In office,1,Puducherry,Puducherry,Indian National Congress,Male,Graduate,Information Not Available,69,8,0,8,0.7,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,8,0,8,0.7,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,3/9/2019,2.5,1,1997-98,,,0,108015548,520989,Hand,197025,30,970,973410,1004,30,18,16,790895,81.25,0.2491165072,
10,Satish Kumar,Elected,5/23/2019,In office,2,Uttar Pradesh,Aligarh,Bharatiya Janata Party,Male,10th Pass,10th Pass,47,2,0,0,0.98,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,5,2.65,4.19,2,2019-2020,26-02-2020,2.5,1,1997-98,,,0,109522559,28095176,Lotus,229261,5,2129,1887127,886,20,14,12,1163950,61.68,0.1969680828,
282,Mahboob Ali Kaiser,Elected,5/23/2019,In office,2,Bihar,Khagaria,Lok Jan Shakti Party,Male,Graduate,Graduate,52,0,0,1,0.86,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.8,0.5,32,0.87,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,1/11/2019,2.5,2,-,,,1,109788313,0,Bungalow,248570,6,1714,1676454,978,26,20,18,967411,57.71,0.2569435328,
18,Smriti Zubin Irani,Elected,5/23/2019,In office,1,Uttar Pradesh,Amethi,Bharatiya Janata Party,Female,12th Pass,"Educated at Holy Child Auxilium, Delhi and School of Correspondence and Continuing Education, University of Delhi, Delhi",43,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.)",,,,,,,,,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,6/11/2019,2.5,2,2018-19,Incorrect Audit Certificate.,Incorrect Audit Certificate.,0,111099609,0,Lotus,55120,5,1963,1743515,888,36,27,25,942956,54.08,0.0584544772,
152,Pralhad Venkatesh Joshi,Elected,5/23/2019,In office,4,Karnataka,Dharwad,Bharatiya Janata Party,Male,Graduate,"B.A.; Educated at K.S. Arts College, Hubli",57,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.)",,,,,,,,,Lok Sabha,17th Lok Sabha,2.5,1.9,2.05,1,2019-2020,13-11-2019,2.5,1,2019-20,,,1,111384447,51736254,Lotus,205072,8,1872,1727311,923,26,19,17,1214138,70.29,0.1689033701,
470,Sadashiv Kisan Lokhande,Elected,5/23/2019,In office,2,Maharashtra,Shirdi,Shiv Sena,Male,10th Pass,Higher Secondary,57,0,0,61,0.56,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.5,0.6,82,0.79,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,20-12-2019,2.5,1,2019-20,,,1,113710526,205100,Bow and Arrow,120195,6,1710,1587079,928,30,20,18,1030502,64.93,0.1166373282,
526,K. Muraleedharan,Elected,5/23/2019,In office,4,Kerala,Vadakara,Indian National Congress,Male,Graduate,"B.A., LL.B. (Course Completed), Educated at Mar Ivnios College, Trivandrum and Law Academy, Law College, Trivandrum (Kerala)",62,17,0,53,1,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,24.5,0.7,58,0.89,Lok Sabha,17th Lok Sabha,0,0,0,1,2019-2020,20-03-2020,2.5,1,,,,3,114379340,0,Hand,84663,7,1180,1288926,1092,15,12,10,1065932,82.7,0.07942626734,
112,Jadhav Prataprao Ganpatrao,Elected,5/23/2019,In office,3,Maharashtra,Buldhana,Shiv Sena,Male,12th Pass,"B.A. - II; Educated at Shri Shivaji College, Chikhil, Buldana",59,16,0,85,0.74,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.5,0.6,82,0.79,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,19-02-2020,2.5,1,2019-20,,,3,116272966,735482,Bow and Arrow,133287,6,1979,1762918,891,15,12,10,1121151,63.6,0.1188840754,
122,Dayanidhi Maran,Elected,5/23/2019,In office,3,Tamil Nadu,Chennai Central,Dravida Munnetra Kazhagam,Male,Graduate,"B.A. (Economics); Educated at Loyola College, Chennai (Tamil Nadu) ",53,8,0,14,0.8,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.9,0.2,43,0.84,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,24-01-2020,2.5,2,-,,,1,116790616,0,Rising Sun,301520,6,1309,1332300,1018,44,31,29,785757,58.98,0.3837318662,
421,Sonia Gandhi,Elected,5/23/2019,In office,5,Uttar Pradesh,Rae Bareli,Indian National Congress,Female,Others,"(i) Three years course in foreign languages (English & French) completed in 1964 at Istituto Santa Teresa, Turin (Italy); (ii) Certificate in English from Lennox Cook School, Cambridge (U.K.) completed in 1965.",73,1,0,0,0.67,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,31-10-2019,2.5,1,,,,1,118263916,0,Hand,167178,5,1883,1702248,904,34,15,13,959022,56.34,0.1743213399,
306,A. Chellakumar,Elected,5/23/2019,In office,1,Tamil Nadu,Krisnagiri,Indian National Congress,Male,Post Graduate,Information Not Available,Information not available,13,0,18,0.7,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.9,0.2,43,0.84,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,6/2/2020,2.5,1,,,,5,121087979,66817959,Hand,156765,6,1850,1530404,827,26,15,13,1162273,75.95,0.1348779504,
488,Farooq Abdullah,Elected,5/23/2019,In office,4,Jammu and Kashmir,Srinagar,Jammu and Kashmir National Conference,Male,Graduate Professional,"M.B.B.S.; Educated at S.M.S. Medical College, Jaipur, Rajasthan",82,2,0,11,0.41,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,13.2,0,18,0.75,Lok Sabha,17th Lok Sabha,2.5,2.36,3.5,1,2019-2020,9/8/2019,2.5,2,-,,,1,121904435,0,Plough,70050,15,1716,1294671,754,13,12,10,186863,14.43,0.3748735705,
487,Ram Mohan Naidu Kinjarapu,Elected,5/23/2019,In office,2,Andhra Pradesh,Srikakulam,Telugu Desam Party,Male,Post Graduate,M.B.A,32,31,0,56,0.92,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,11.4,0,38,0.85,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,22-10-2019,2.5,1,2019-20,,,1,122791042,12000000,Bicycle,6653,7,2031,1553860,765,13,9,7,1164286,74.93,0.005714231727,
160,Bharti Pravin Pawar,Elected,5/23/2019,In office,1,Maharashtra,Dindori,Bharatiya Janata Party,Female,Graduate Professional,Information Not Available,41,27,0,74,0.97,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.5,0.6,82,0.79,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,22-11-2019,2.5,1,2019-20,,,0,122885349,1449572,Lotus,198779,6,1884,1732936,920,15,8,6,1138702,65.71,0.1745663044,
19,Navnit Ravi Rana,Elected,5/23/2019,In office,1,Maharashtra,Amravati,Independent,Female,10th Pass,Bachelor of Commerce (B.Com),34,19,0,4,0.76,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.5,0.6,82,0.79,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,20-12-2019,2.5,1,2019-20,,,1,124554656,70576979,Spanner,36951,6,2000,1833091,917,36,24,22,1113853,60.76,0.03317403643,
72,Santosh Kumar Gangwar,Elected,5/23/2019,In office,8,Uttar Pradesh,Bareilly,Bharatiya Janata Party,Male,Graduate Professional,"B.Sc., LL.B.; Educated at Agra University and Rohilkhand University, Bareilly (Uttar Pradesh)",71,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.)",,,,,,,,,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,17-10-2019,2.5,1,2019-20,,,0,126356142,13055209,Lotus,167282,5,1890,1797655,951,28,16,14,1068956,59.46,0.1564910062,
423,Tatkare Sunil Dattatray,Elected,5/23/2019,In office,1,Maharashtra,Raigad,Nationalist Congress Party,Male,Others,Information Not Available,64,16,0,165,0.82,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.5,0.6,82,0.79,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,29-08-2019,2.5,2,,,,0,127487277,3221073,Clock,31438,6,2179,1652965,759,26,16,14,1027583,62.17,0.03059412232,
228,Rajyavardhan Singh Rathore,Elected,5/23/2019,In office,2,Rajasthan,Jaipur Rural,Bharatiya Janata Party,Male,Graduate,B.A,50,4,0,18,0.8,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,21.6,0.8,52,0.93,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,3/12/2019,2.5,1,,,,0,127808070,0,Lotus,393171,8,2025,1952542,964,11,8,6,1279667,65.54,0.3072447754,
366,Tokheho,Elected,5/23/2019,In office,2,Nagaland,Nagaland,Nationalist Democratic Progressive Party,Male,Graduate,Information not available,67,4,0,9,0.83,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,4,0,9,0.83,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,19-09-2019,2.5,1,,,,0,128117474,18600000,Globe,16344,60,2227,1213777,545,4,4,2,1007437,83,0.01622334697,
391,Hans Raj Hans,Elected,5/23/2019,In office,1,Delhi,North West Delhi,Bharatiya Janata Party,Male,10th Pass,Information Not Available,57,3,0,15,0.58,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,13.5,0.8,49,0.83,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,1/10/2019,2.5,1,1998-99,,,0,130937732,47897494,Lotus,553897,10,2492,2378995,955,35,11,8,1402986,58.97,0.3947986651,
350,C. Lalrosanga,Elected,5/23/2019,In office,1,Mizoram,Mizoram,Mizo National Front,Male,Graduate,Information Not Available,62,1,0,4,0.83,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,1,0,4,0.83,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,22-10-2019,2.5,1,,,,0,131201374,0,Star,8140,40,1190,792464,666,6,6,4,500347,63.14,0.01626870952,
28,Kuldeep Rai Sharma,Elected,5/23/2019,In office,1,Andaman and Nicobar Islands,Andaman and Nicobar Islands,Indian National Congress,Male,Graduate Professional,Information Not Available,Information not available,160,0,172,0.86,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,160,0,172,0.86,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,26-12-2019,2.5,1,,,,0,132233012,80450870,Hand,1407,1,407,318471,782,19,15,13,207398,65.12,0.006784057705,
268,Satyadev Pachauri,Elected,5/23/2019,In office,1,Uttar Pradesh,Kanpur,Bharatiya Janata Party,Male,Post Graduate,Information Not Available,72,3,0,21,0.95,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,29-10-2019,2.5,1,2019-20,,,0,132382819,31052190,Lotus,155934,5,1532,1632983,1066,27,14,12,843419,51.65,0.1848831957,
411,K. Shanmugasundaram,Elected,5/23/2019,In office,1,Tamil Nadu,Pollachi,Dravida Munnetra Kazhagam,Male,Graduate Professional,Information Not Available,49,7,0,41,0.91,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.9,0.2,43,0.84,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,29-08-2019,2.5,2,,,,0,133109284,13360639,Rising Sun,175883,6,1691,1520504,899,32,14,12,1081888,71.15,0.1625704324,
512,C.N. Annadurai,Elected,5/23/2019,In office,1,Tamil Nadu,Tiruvannamalai,Dravida Munnetra Kazhagam,Male,Graduate,Information Not Available,46,7,0,17,0.74,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.9,0.2,43,0.84,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,24-09-2019,2.5,2,-,,,0,134897466,32243604,Rising Sun,304187,6,1717,1473862,858,32,25,23,1151791,78.15,0.2640991291,
36,Tapir Gao,Elected,5/23/2019,In office,2,Arunachal Pradesh,Arunachal East,Bharatiya Janata Party,Male,Post Graduate,Information Not Available,55,15,0,25,0.91,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15,0,25,0.91,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,29-11-2019,2.5,1,1997-98,,,0,136628259,0,Lotus,69948,27,905,339788,375,5,5,3,295719,87.03,0.2365353596,
119,Balubhau Dhannorkar,Elected,5/23/2019,In office,1,Maharashtra,Chandrapur,Indian National Congress,Male,12th Pass,Information Not Available,44,10,0,50,0.64,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.5,0.6,82,0.79,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,31-12-2019,2.5,1,,,,5,137455342,22752880,Hand,44763,6,2193,1910188,871,21,13,11,1239486,64.89,0.03611416345,
189,Afzal Ansari,Elected,5/23/2019,In office,2,Uttar Pradesh,Ghazipur,Bahujan Samaj Party,Male,Post Graduate,"Educated at Post Graduate College, Ghazipur",66,1,0,0,0.88,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,29-08-2019,2.5,,,,,5,137938756,0,Elephant,119392,5,2050,1881077,918,21,14,12,1107497,58.88,0.1078034523,
249,Gajendrasingh Shekhawat,Elected,5/23/2019,In office,2,Rajasthan,Jodhpur,Bharatiya Janata Party,Male,Post Graduate,P.G.,52,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.)",,,,,,,,,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,22-11-2019,2.5,2,2018-19,,,1,138029511,58573744,Lotus,274440,8,1993,1956755,982,12,10,8,1347933,68.89,0.2036006241,
226,Chandeshwar Prasad,Elected,5/23/2019,In office,1,Bihar,Jahanabad,Janata Dal (United),Male,10th Pass,Information Not Available,68,5,0,35,0.79,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.8,0.5,32,0.87,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,22-10-2019,2.5,1,,,,3,139271693,0,Arrow,1751,6,1692,1588454,939,29,13,11,822233,51.76,0.00212956668,
242,Shyam Singh Yadav,Elected,5/23/2019,In office,1,Uttar Pradesh,Jaunpur,Bahujan Samaj Party,Male,Post Graduate,Information Not Available,Information not available,14,0,19,0.94,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,6/9/2019,2.5,1,,,,0,140717620,3577000,Elephant,80936,5,1899,1867976,984,32,20,18,1041833,55.77,0.07768615507,
145,Jaskaur Meena,Elected,5/23/2019,In office,2,Rajasthan,Dausa,Bharatiya Janata Party,Female,Post Graduate,"M.A., B.Ed., Educated at Rajasthan University, Jaipur (Rajasthan)",72,19,0,35,0.94,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,21.6,0.8,52,0.93,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,11/10/2019,2.5,2,2018-19,,,0,143742564,5825431,Lotus,78444,8,1954,1730289,886,12,11,9,1064078,61.5,0.07372015961,
115,V. Srinivas Prasad,Elected,5/23/2019,In office,1,Karnataka,Chamrajanagar,Bharatiya Janata Party,Male,Post Graduate,Information Not Available,Information not available,0,0,0,0.64,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,5.8,0,41,0.78,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,15-11-2019,2.5,1,,,,0,143804441,324909,Lotus,1817,8,2005,1686333,841,13,10,8,1270725,75.35,0.001429892384,
40,Adoor Prakash,Elected,5/23/2019,In office,1,Kerala,Attingal,Indian National Congress,Male,Graduate Professional,"B.A., LL.B., Educated at Sree Narayana College, Quilon, Kerala and Trivandrum Law Academy",64,25,0,82,0.95,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,24.5,0.7,58,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,13-11-2019,2.5,1,,,,7,144098612,27622685,Hand,38247,7,1410,1350710,958,23,19,16,1006048,74.48,0.03801707274,
214,Brijendra Singh,Elected,5/23/2019,In office,1,Haryana,Hisar,Bharatiya Janata Party,Male,Post Graduate,Information Not Available,47,7,0,12,1,(Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,6.9,0,25,0.94,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,26-12-2019,2.5,2,1997-98,,,0,146408734,27225637,Lotus,314068,9,1751,1631817,932,46,26,24,1181878,72.43,0.2657363958,
